CSDUID,CSD Name,Year,Indicator,Value
4814003,Yellowhead County,2007,Number of Businesses,248
4814019,Hinton,2007,Number of Businesses,624
4814024,Edson,2007,Number of Businesses,882
4815007,Crowsnest Pass,2007,Number of Businesses,237
4815013,Kananaskis,2007,Number of Businesses,14
4815023,Canmore,2007,Number of Businesses,744
4815033,Jasper,2007,Number of Businesses,269
4815035,Banff,2007,Number of Businesses,363
4816037,Wood Buffalo,2007,Number of Businesses,1644
4816817,Janvier 194,2007,Number of Businesses,11
4817024,Swan Hills,2007,Number of Businesses,131
4817026,Northern Sunrise County,2007,Number of Businesses,96
4817027,Big Lakes,2007,Number of Businesses,39
4817029,Slave Lake,2007,Number of Businesses,193
4817033,Lesser Slave River No.124,2007,Number of Businesses,503
4817825,Clear Hills 152C,2007,Number of Businesses,117
4817064,Hines Creek,2007,Number of Businesses,383
4817078,Manning,2007,Number of Businesses,205
4817093,High Level,2007,Number of Businesses,314
4817095,Mackenzie County,2007,Number of Businesses,440
4817097,Rainbow Lake,2007,Number of Businesses,75
4817817,Jean Baptiste Gambler 183,2007,Number of Businesses,6
4817819,Wabasca 166A,2007,Number of Businesses,64
4817824,Utikoomak Lake 155,2007,Number of Businesses,8
4817829,Sucker Creek 150A,2007,Number of Businesses,12
4817831,Swan River 150E,2007,Number of Businesses,28
4817835,Fox Lake 162,2007,Number of Businesses,1
4817837,John d'Or Prairie 215,2007,Number of Businesses,1
4817845,Hay Lake 209,2007,Number of Businesses,8
4817856,Woodland Cree 226,2007,Number of Businesses,9
4817860,Loon Lake 235,2007,Number of Businesses,58
4818002,Fox Creek,2007,Number of Businesses,176
4818005,Grande Cache,2007,Number of Businesses,172
4818015,Greenview No. 16,2007,Number of Businesses,460
4818816,Sturgeon Lake 154,2007,Number of Businesses,3
4819008,Hythe,2007,Number of Businesses,92
4819009,Beaverlodge,2007,Number of Businesses,8
4819012,Grande Prairie,2007,Number of Businesses,3465
4819038,Peace River,2007,Number of Businesses,557
4819041,Smoky River No. 130,2007,Number of Businesses,498
4819042,McLennan,2007,Number of Businesses,41
4819044,Donnelly,2007,Number of Businesses,23
4819046,Falher,2007,Number of Businesses,19
4819049,Birch Hills County,2007,Number of Businesses,84
4819056,Rycroft,2007,Number of Businesses,76
4819058,Spirit River,2007,Number of Businesses,161
4819059,Saddle Hills County,2007,Number of Businesses,109
4819068,Fairview,2007,Number of Businesses,365
4819071,Peace No. 135,2007,Number of Businesses,6
4819072,Berwyn,2007,Number of Businesses,38
4819074,Grimshaw,2007,Number of Businesses,212
4801003,Cypress County,2008,Number of Businesses,210
4801006,Medicine Hat,2008,Number of Businesses,2524
4801008,Forty Mile County No. 8,2008,Number of Businesses,64
4801009,Foremost,2008,Number of Businesses,72
4801014,Bow Island,2008,Number of Businesses,151
4801018,Redcliff,2008,Number of Businesses,235
4802001,Warner County No. 5,2008,Number of Businesses,208
4802002,Coutts,2008,Number of Businesses,20
4802006,Warner,2008,Number of Businesses,38
4802009,Stirling,2008,Number of Businesses,26
4802011,Lethbridge County,2008,Number of Businesses,283
4802012,Lethbridge,2008,Number of Businesses,3289
4802013,Coalhurst,2008,Number of Businesses,62
4802014,Nobleford,2008,Number of Businesses,40
4802016,Barons,2008,Number of Businesses,17
4802019,Coaldale,2008,Number of Businesses,331
4802022,Taber,2008,Number of Businesses,800
4802031,Newell County,2008,Number of Businesses,839
4813018,Barrhead County No. 11,2008,Number of Businesses,83
4802034,Brooks,2008,Number of Businesses,450
4802036,Duchess,2008,Number of Businesses,81
4803001,Cardston County,2008,Number of Businesses,28
4803002,Magrath,2008,Number of Businesses,74
4812038,Improvement District No. 349,2008,Number of Businesses,82
4803004,Cardston,2008,Number of Businesses,196
4810058,Lamont County,2008,Number of Businesses,50
4803011,Pincher Creek No. 9,2008,Number of Businesses,106
4803014,Pincher Creek,2008,Number of Businesses,326
4803018,Willow Creek No. 26,2008,Number of Businesses,55
4803019,Fort Macleod,2008,Number of Businesses,220
4803022,Claresholm,2008,Number of Businesses,216
4803026,Nanton,2008,Number of Businesses,182
4811802,Pigeon Lake 138A,2008,Number of Businesses,21
4803802,Blood 148,2008,Number of Businesses,24
4804001,Acadia No. 34,2008,Number of Businesses,32
4804004,Special Area No. 2,2008,Number of Businesses,235
4804006,Empress,2008,Number of Businesses,8
4804012,Special Area No. 3,2008,Number of Businesses,37
4804014,Oyen,2008,Number of Businesses,105
4804019,Youngstown,2008,Number of Businesses,18
4804020,Special Area No. 4,2008,Number of Businesses,61
4804022,Consort,2008,Number of Businesses,313
4805001,Vulcan County,2008,Number of Businesses,170
4805006,Vulcan,2008,Number of Businesses,152
4805009,Milo,2008,Number of Businesses,101
4805012,Wheatland County,2008,Number of Businesses,663
4805018,Strathmore,2008,Number of Businesses,588
4805022,Rockyford,2008,Number of Businesses,35
4805026,Drumheller,2008,Number of Businesses,96
4805031,Starland County,2008,Number of Businesses,71
4805041,Kneehill County,2008,Number of Businesses,33
4805042,Carbon,2008,Number of Businesses,28
4805044,Acme,2008,Number of Businesses,53
4805046,Linden,2008,Number of Businesses,65
4805048,Three Hills,2008,Number of Businesses,245
4805049,Trochu,2008,Number of Businesses,129
4805802,Siksika 146,2008,Number of Businesses,21
4806001,Foothills No. 31,2008,Number of Businesses,693
4806006,High River,2008,Number of Businesses,647
4806008,Longview,2008,Number of Businesses,32
4806009,Turner Valley,2008,Number of Businesses,109
4806012,Okotoks,2008,Number of Businesses,1008
4806014,Rocky View County,2008,Number of Businesses,1440
4806016,Calgary,2008,Number of Businesses,44512
4806017,Chestermere,2008,Number of Businesses,500
4806019,Cochrane,2008,Number of Businesses,802
4806021,Airdrie,2008,Number of Businesses,1050
4806022,Irricana,2008,Number of Businesses,54
4806024,Beiseker,2008,Number of Businesses,57
4806026,Crossfield,2008,Number of Businesses,204
4806028,Mountain View County,2008,Number of Businesses,42
4806029,Carstairs,2008,Number of Businesses,177
4806031,Cremona,2008,Number of Businesses,54
4806032,Didsbury,2008,Number of Businesses,285
4806034,Olds,2008,Number of Businesses,598
4806036,Sundre,2008,Number of Businesses,400
4807001,Provost No. 52,2008,Number of Businesses,143
4807002,Provost,2008,Number of Businesses,287
4807004,Czar,2008,Number of Businesses,77
4807011,Paintearth County No. 18,2008,Number of Businesses,105
4807012,Coronation,2008,Number of Businesses,152
4807019,Stettler County No. 6,2008,Number of Businesses,566
4807026,Stettler,2008,Number of Businesses,108
4807028,Rochon Sands,2008,Number of Businesses,3
4807031,Flagstaff County,2008,Number of Businesses,322
4807038,Heisler,2008,Number of Businesses,16
4807039,Daysland,2008,Number of Businesses,99
4807042,Killam,2008,Number of Businesses,108
4807048,Hardisty,2008,Number of Businesses,73
4807049,Wainwright No. 61,2008,Number of Businesses,6
4807051,Chauvin,2008,Number of Businesses,49
4807054,Wainwright,2008,Number of Businesses,430
4807056,Irma,2008,Number of Businesses,72
4808001,Red Deer County,2008,Number of Businesses,864
4808004,Delburne,2008,Number of Businesses,83
4808005,Jarvis Bay,2008,Number of Businesses,10
4808008,Innisfail,2008,Number of Businesses,542
4808009,Penhold,2008,Number of Businesses,91
4808011,Red Deer,2008,Number of Businesses,3898
4808012,Sylvan Lake,2008,Number of Businesses,421
4808013,Norglenwold,2008,Number of Businesses,23
4808022,Lacombe County,2008,Number of Businesses,133
4808023,Birchcliff,2008,Number of Businesses,10
4808024,Eckville,2008,Number of Businesses,194
4808025,Half Moon Bay,2008,Number of Businesses,1
4808026,Bentley,2008,Number of Businesses,123
4808029,Blackfalds,2008,Number of Businesses,213
4808031,Lacombe,2008,Number of Businesses,821
4808032,Clive,2008,Number of Businesses,71
4808038,Ponoka County,2008,Number of Businesses,201
4808039,Ponoka,2008,Number of Businesses,512
4809002,Clearwater County,2008,Number of Businesses,565
4809015,Rocky Mountain House,2008,Number of Businesses,883
4809810,Big Horn 144A,2008,Number of Businesses,13
4810001,Camrose County,2008,Number of Businesses,310
4810006,Edberg,2008,Number of Businesses,34
4810011,Camrose,2008,Number of Businesses,899
4810016,Beaver County,2008,Number of Businesses,256
4810019,Ryley,2008,Number of Businesses,31
4810022,Viking,2008,Number of Businesses,127
4810026,Minburn County No. 27,2008,Number of Businesses,91
4810028,Vegreville,2008,Number of Businesses,312
4810032,Minburn,2008,Number of Businesses,7
4810034,Mannville,2008,Number of Businesses,62
4810036,Vermilion River County,2008,Number of Businesses,267
4810039,Lloydminster (Part),2008,Number of Businesses,1022
4810041,Kitscoty,2008,Number of Businesses,75
4810042,Vermilion,2008,Number of Businesses,300
4810048,Two Hills County No. 21,2008,Number of Businesses,63
4819006,Grande Prairie County No. 1,2008,Number of Businesses,727
4810052,Two Hills,2008,Number of Businesses,80
4810061,Mundare,2008,Number of Businesses,39
4810066,Bruderheim,2008,Number of Businesses,55
4811001,Wetaskiwin County No. 10,2008,Number of Businesses,210
4811002,Wetaskiwin,2008,Number of Businesses,617
4817076,Northern Lights County,2008,Number of Businesses,41
4811011,Millet,2008,Number of Businesses,2
4811012,Leduc County,2008,Number of Businesses,659
4811013,Beaumont,2008,Number of Businesses,318
4811016,Leduc,2008,Number of Businesses,1027
4811018,Devon,2008,Number of Businesses,218
4811021,Thorsby,2008,Number of Businesses,141
4811024,Warburg,2008,Number of Businesses,77
4811031,Drayton Valley,2008,Number of Businesses,937
4811032,Brazeau County,2008,Number of Businesses,209
4811034,Parkland County,2008,Number of Businesses,974
4811038,Seba Beach,2008,Number of Businesses,25
4811046,Spring Lake,2008,Number of Businesses,14
4811048,Stony Plain,2008,Number of Businesses,843
4811049,Spruce Grove,2008,Number of Businesses,924
4811052,Strathcona County,2008,Number of Businesses,3365
4811056,Fort Saskatchewan,2008,Number of Businesses,585
4811059,Sturgeon County,2008,Number of Businesses,306
4811061,Edmonton,2008,Number of Businesses,30517
4811062,St. Albert,2008,Number of Businesses,2483
4811064,Gibbons,2008,Number of Businesses,168
4811065,Redwater,2008,Number of Businesses,6
4811066,Bon Accord,2008,Number of Businesses,38
4811068,Morinville,2008,Number of Businesses,316
4811069,Legal,2008,Number of Businesses,81
4811801,Ermineskin 138,2008,Number of Businesses,44
4811804,Stony Plain 135,2008,Number of Businesses,17
4811806,Wabamun 133A,2008,Number of Businesses,1
4812002,Cold Lake,2008,Number of Businesses,277
4812004,Bonnyville No. 87,2008,Number of Businesses,503
4812009,Bonnyville,2008,Number of Businesses,697
4812014,St. Paul County No. 19,2008,Number of Businesses,273
4812018,St. Paul,2008,Number of Businesses,60
4812022,Smoky Lake County,2008,Number of Businesses,525
4815015,Bighorn No. 8,2008,Number of Businesses,396
4812802,Unipouheos 121,2008,Number of Businesses,4
4813061,Whispering Hills,2008,Number of Businesses,11
4812810,Cold Lake 149,2008,Number of Businesses,12
4812811,Kehewin 123,2008,Number of Businesses,7
4813001,Lac Ste. Anne County,2008,Number of Businesses,277
4817031,Opportunity No. 17,2008,Number of Businesses,14
4813012,Alberta Beach,2008,Number of Businesses,49
4813014,Onoway,2008,Number of Businesses,223
4813019,Barrhead,2008,Number of Businesses,475
4813028,Westlock County,2008,Number of Businesses,159
4813029,Woodlands County,2008,Number of Businesses,269
4813030,Whitecourt,2008,Number of Businesses,845
4813031,Westlock,2008,Number of Businesses,360
4813036,Thorhild County No. 7,2008,Number of Businesses,22
4813044,Athabasca County,2008,Number of Businesses,97
4813046,Boyle,2008,Number of Businesses,108
4813048,Athabasca,2008,Number of Businesses,301
4813049,Island Lake,2008,Number of Businesses,7
4813051,Island Lake South,2008,Number of Businesses,1
4813057,West Baptiste,2008,Number of Businesses,1
4814003,Yellowhead County,2008,Number of Businesses,252
4814019,Hinton,2008,Number of Businesses,608
4814024,Edson,2008,Number of Businesses,852
4815007,Crowsnest Pass,2008,Number of Businesses,253
4815013,Kananaskis,2008,Number of Businesses,11
4815023,Canmore,2008,Number of Businesses,749
4815033,Jasper,2008,Number of Businesses,277
4815035,Banff,2008,Number of Businesses,412
4816037,Wood Buffalo,2008,Number of Businesses,1686
4816817,Janvier 194,2008,Number of Businesses,10
4817024,Swan Hills,2008,Number of Businesses,124
4817026,Northern Sunrise County,2008,Number of Businesses,94
4817027,Big Lakes,2008,Number of Businesses,35
4817029,Slave Lake,2008,Number of Businesses,212
4817033,Lesser Slave River No.124,2008,Number of Businesses,486
4817825,Clear Hills 152C,2008,Number of Businesses,112
4817064,Hines Creek,2008,Number of Businesses,382
4817078,Manning,2008,Number of Businesses,198
4817093,High Level,2008,Number of Businesses,304
4817095,Mackenzie County,2008,Number of Businesses,439
4817097,Rainbow Lake,2008,Number of Businesses,63
4817817,Jean Baptiste Gambler 183,2008,Number of Businesses,8
4817819,Wabasca 166A,2008,Number of Businesses,62
4817824,Utikoomak Lake 155,2008,Number of Businesses,8
4817829,Sucker Creek 150A,2008,Number of Businesses,13
4817831,Swan River 150E,2008,Number of Businesses,33
4817835,Fox Lake 162,2008,Number of Businesses,1
4817837,John d'Or Prairie 215,2008,Number of Businesses,1
4817845,Hay Lake 209,2008,Number of Businesses,8
4817856,Woodland Cree 226,2008,Number of Businesses,6
4817860,Loon Lake 235,2008,Number of Businesses,62
4818002,Fox Creek,2008,Number of Businesses,166
4818005,Grande Cache,2008,Number of Businesses,177
4818015,Greenview No. 16,2008,Number of Businesses,453
4818816,Sturgeon Lake 154,2008,Number of Businesses,4
4819008,Hythe,2008,Number of Businesses,93
4819009,Beaverlodge,2008,Number of Businesses,5
4819012,Grande Prairie,2008,Number of Businesses,3451
4819038,Peace River,2008,Number of Businesses,551
4819041,Smoky River No. 130,2008,Number of Businesses,497
4819042,McLennan,2008,Number of Businesses,41
4819044,Donnelly,2008,Number of Businesses,26
4819046,Falher,2008,Number of Businesses,20
4819049,Birch Hills County,2008,Number of Businesses,86
4819056,Rycroft,2008,Number of Businesses,73
4819058,Spirit River,2008,Number of Businesses,165
4819059,Saddle Hills County,2008,Number of Businesses,109
4819068,Fairview,2008,Number of Businesses,359
4819071,Peace No. 135,2008,Number of Businesses,10
4819072,Berwyn,2008,Number of Businesses,44
4819074,Grimshaw,2008,Number of Businesses,218
4801003,Cypress County,2009,Number of Businesses,255
4801006,Medicine Hat,2009,Number of Businesses,2491
4801008,Forty Mile County No. 8,2009,Number of Businesses,66
4801009,Foremost,2009,Number of Businesses,72
4801014,Bow Island,2009,Number of Businesses,139
4801018,Redcliff,2009,Number of Businesses,1
4802001,Warner County No. 5,2009,Number of Businesses,213
4802002,Coutts,2009,Number of Businesses,21
4802004,Milk River,2009,Number of Businesses,1
4802006,Warner,2009,Number of Businesses,36
4802008,Raymond,2009,Number of Businesses,1
4802009,Stirling,2009,Number of Businesses,24
4802011,Lethbridge County,2009,Number of Businesses,283
4802012,Lethbridge,2009,Number of Businesses,3328
4802013,Coalhurst,2009,Number of Businesses,71
4802014,Nobleford,2009,Number of Businesses,44
4802016,Barons,2009,Number of Businesses,21
4802018,Picture Butte,2009,Number of Businesses,1
4802019,Coaldale,2009,Number of Businesses,343
4802022,Taber,2009,Number of Businesses,810
4802023,Barnwell,2009,Number of Businesses,1
4802029,Vauxhall,2009,Number of Businesses,1
4802031,Newell County,2009,Number of Businesses,886
4813018,Barrhead County No. 11,2009,Number of Businesses,92
4802034,Brooks,2009,Number of Businesses,448
4802036,Duchess,2009,Number of Businesses,83
4802038,Rosemary,2009,Number of Businesses,1
